1	0.0001	0.9999974
1	0.000120226	0.9999969
1	0.000144544	0.9999964
1	0.00017378	0.9999957
1	0.00020893	0.9999950
1	0.000251189	0.9999940
1	0.000301995	0.9999929
1	0.000363078	0.9999916
1	0.000436516	0.9999899
1	0.000524807	0.9999880
1	0.000630957	0.9999856
1	0.000758578	0.9999828
1	0.000912011	0.9999794
1	0.001096478	0.9999753
1	0.001318257	0.9999704
1	0.001584893	0.9999645
1	0.001905461	0.9999573
1	0.002290868	0.9999487
1	0.002754229	0.9999384
1	0.003311311	0.9999259
1	0.003981072	0.9999108
1	0.004786301	0.9998925
1	0.005754399	0.9998705
1	0.00691831	0.9998439
1	0.008317638	0.9998116
1	0.01	0.9997725
1	0.012022644	0.9997250
1	0.014454398	0.9996673
1	0.017378008	0.9995970
1	0.020892961	0.9995113
1	0.025118864	0.9994067
1	0.030199517	0.9992789
1	0.036307805	0.9991225
1	0.043651583	0.9989314
1	0.052480746	0.9986980
1	0.063095734	0.9984142
1	0.075857758	0.9980710
1	0.091201084	0.9976598
1	0.10964782	0.9971736
1	0.131825674	0.9966086
1	0.158489319	0.9959653
1	0.190546072	0.9952497
1	0.229086765	0.9944710
1	0.27542287	0.9936384
1	0.331131121	0.9927547
1	0.398107171	0.9918120
1	0.478630092	0.9907869
1	0.575439937	0.9896396
1	0.691830971	0.9883133
1	0.831763771	0.9867326
1	1	0.9848013
2	0.0001	0.9998779
2	0.000120226	0.9998532
2	0.000144544	0.9998235
2	0.00017378	0.9997878
2	0.00020893	0.9997448
2	0.000251189	0.9996933
2	0.000301995	0.9996312
2	0.000363078	0.9995567
2	0.000436516	0.9994671
2	0.000524807	0.9993593
2	0.000630957	0.9992299
2	0.000758578	0.9990742
2	0.000912011	0.9988872
2	0.001096478	0.9986625
2	0.001318257	0.9983927
2	0.001584893	0.9980687
2	0.001905461	0.9976798
2	0.002290868	0.9972136
2	0.002754229	0.9966549
2	0.003311311	0.9959864
2	0.003981072	0.9951873
2	0.004786301	0.9942339
2	0.005754399	0.9930983
2	0.00691831	0.9917488
2	0.008317638	0.9901494
2	0.01	0.9882595
2	0.012022644	0.9860349
2	0.014454398	0.9834280
2	0.017378008	0.9803901
2	0.020892961	0.9768744
2	0.025118864	0.9728412
2	0.030199517	0.9682660
2	0.036307805	0.9631509
2	0.043651583	0.9575387
2	0.052480746	0.9515292
2	0.063095734	0.9452917
2	0.075857758	0.9390674
2	0.091201084	0.9331547
2	0.10964782	0.9278746
2	0.131825674	0.9235214
2	0.158489319	0.9203108
2	0.190546072	0.9183395
2	0.229086765	0.9175693
2	0.27542287	0.9178419
2	0.331131121	0.9189207
2	0.398107171	0.9205470
2	0.478630092	0.9224909
2	0.575439937	0.9245835
2	0.691830971	0.9267233
2	0.831763771	0.9288621
2	1	0.9309805
3	0.0001	0.9996608
3	0.000120226	0.9996001
3	0.000144544	0.9995272
3	0.00017378	0.9994396
3	0.00020893	0.9993343
3	0.000251189	0.9992076
3	0.000301995	0.9990555
3	0.000363078	0.9988725
3	0.000436516	0.9986527
3	0.000524807	0.9983885
3	0.000630957	0.9980711
3	0.000758578	0.9976899
3	0.000912011	0.9972321
3	0.001096478	0.9966826
3	0.001318257	0.9960237
3	0.001584893	0.9952343
3	0.001905461	0.9942903
3	0.002290868	0.9931636
3	0.002754229	0.9918222
3	0.003311311	0.9902304
3	0.003981072	0.9883487
3	0.004786301	0.9861341
3	0.005754399	0.9835411
3	0.00691831	0.9805229
3	0.008317638	0.9770329
3	0.01	0.9730271
3	0.012022644	0.9684669
3	0.014454398	0.9633223
3	0.017378008	0.9575748
3	0.020892961	0.9512202
3	0.025118864	0.9442688
3	0.030199517	0.9367443
3	0.036307805	0.9286797
3	0.043651583	0.9201112
3	0.052480746	0.9110741
3	0.063095734	0.9016060
3	0.075857758	0.8917605
3	0.091201084	0.8816362
3	0.10964782	0.8714144
3	0.131825674	0.8613921
3	0.158489319	0.8519870
3	0.190546072	0.8436950
3	0.229086765	0.8369926
3	0.27542287	0.8322105
3	0.331131121	0.8294296
3	0.398107171	0.8284513
3	0.478630092	0.8288531
3	0.575439937	0.8300948
3	0.691830971	0.8316233
3	0.831763771	0.8329391
3	1	0.8336196
4	0.0001	1.0000795
4	0.000120226	1.0001031
4	0.000144544	1.0001314
4	0.00017378	1.0001655
4	0.00020893	1.0002066
4	0.000251189	1.0002561
4	0.000301995	1.0003156
4	0.000363078	1.0003874
4	0.000436516	1.0004739
4	0.000524807	1.0005782
4	0.000630957	1.0007041
4	0.000758578	1.0008560
4	0.000912011	1.0010393
4	0.001096478	1.0012605
4	0.001318257	1.0015273
4	0.001584893	1.0018484
4	0.001905461	1.0022340
4	0.002290868	1.0026954
4	0.002754229	1.0032448
4	0.003311311	1.0038952
4	0.003981072	1.0046594
4	0.004786301	1.0055499
4	0.005754399	1.0065780
4	0.00691831	1.0077523
4	0.008317638	1.0090785
4	0.01	1.0105573
4	0.012022644	1.0121833
4	0.014454398	1.0139426
4	0.017378008	1.0158097
4	0.020892961	1.0177430
4	0.025118864	1.0196777
4	0.030199517	1.0215175
4	0.036307805	1.0231253
4	0.043651583	1.0243192
4	0.052480746	1.0248817
4	0.063095734	1.0245923
4	0.075857758	1.0232830
4	0.091201084	1.0208997
4	0.10964782	1.0175377
4	0.131825674	1.0134246
4	0.158489319	1.0088581
4	0.190546072	1.0041308
4	0.229086765	0.9994770
4	0.27542287	0.9950553
4	0.331131121	0.9909584
4	0.398107171	0.9872334
4	0.478630092	0.9839014
4	0.575439937	0.9809689
4	0.691830971	0.9784339
4	0.831763771	0.9762873
4	1	0.9745131
5	0.0001	0.9973905
5	0.000120226	0.9973902
5	0.000144544	0.9973900
5	0.00017378	0.9973898
5	0.00020893	0.9973897
5	0.000251189	0.9973898
5	0.000301995	0.9973901
5	0.000363078	0.9973908
5	0.000436516	0.9973921
5	0.000524807	0.9973944
5	0.000630957	0.9973982
5	0.000758578	0.9974041
5	0.000912011	0.9974131
5	0.001096478	0.9974262
5	0.001318257	0.9974449
5	0.001584893	0.9974709
5	0.001905461	0.9975057
5	0.002290868	0.9975509
5	0.002754229	0.9976074
5	0.003311311	0.9976750
5	0.003981072	0.9977521
5	0.004786301	0.9978350
5	0.005754399	0.9979174
5	0.00691831	0.9979902
5	0.008317638	0.9980415
5	0.01	0.9980570
5	0.012022644	0.9980207
5	0.014454398	0.9979158
5	0.017378008	0.9977253
5	0.020892961	0.9974324
5	0.025118864	0.9970198
5	0.030199517	0.9964673
5	0.036307805	0.9957489
5	0.043651583	0.9948307
5	0.052480746	0.9936713
5	0.063095734	0.9922292
5	0.075857758	0.9904769
5	0.091201084	0.9884175
5	0.10964782	0.9860966
5	0.131825674	0.9836027
5	0.158489319	0.9810537
5	0.190546072	0.9785758
5	0.229086765	0.9762800
5	0.27542287	0.9742410
5	0.331131121	0.9724828
5	0.398107171	0.9709754
5	0.478630092	0.9696423
5	0.575439937	0.9683750
5	0.691830971	0.9670465
5	0.831763771	0.9655203
5	1	0.9636517
6	0.0001	0.9996793
6	0.000120226	0.9996651
6	0.000144544	0.9996481
6	0.00017378	0.9996276
6	0.00020893	0.9996029
6	0.000251189	0.9995732
6	0.000301995	0.9995374
6	0.000363078	0.9994942
6	0.000436516	0.9994420
6	0.000524807	0.9993791
6	0.000630957	0.9993031
6	0.000758578	0.9992111
6	0.000912011	0.9990999
6	0.001096478	0.9989654
6	0.001318257	0.9988025
6	0.001584893	0.9986056
6	0.001905461	0.9983678
6	0.002290868	0.9980810
6	0.002754229	0.9977362
6	0.003311311	0.9973231
6	0.003981072	0.9968302
6	0.004786301	0.9962448
6	0.005754399	0.9955534
6	0.00691831	0.9947413
6	0.008317638	0.9937932
6	0.01	0.9926936
6	0.012022644	0.9914270
6	0.014454398	0.9899789
6	0.017378008	0.9883373
6	0.020892961	0.9864952
6	0.025118864	0.9844540
6	0.030199517	0.9822291
6	0.036307805	0.9798573
6	0.043651583	0.9774041
6	0.052480746	0.9749695
6	0.063095734	0.9726854
6	0.075857758	0.9707021
6	0.091201084	0.9691634
6	0.10964782	0.9681775
6	0.131825674	0.9677956
6	0.158489319	0.9680054
6	0.190546072	0.9687377
6	0.229086765	0.9698834
6	0.27542287	0.9713132
6	0.331131121	0.9728983
6	0.398107171	0.9745281
6	0.478630092	0.9761218
6	0.575439937	0.9776318
6	0.691830971	0.9790394
6	0.831763771	0.9803458
6	1	0.9815605
7	0.0001	0.9994727
7	0.000120226	0.9994438
7	0.000144544	0.9994090
7	0.00017378	0.9993670
7	0.00020893	0.9993165
7	0.000251189	0.9992557
7	0.000301995	0.9991823
7	0.000363078	0.9990938
7	0.000436516	0.9989869
7	0.000524807	0.9988578
7	0.000630957	0.9987016
7	0.000758578	0.9985127
7	0.000912011	0.9982839
7	0.001096478	0.9980068
7	0.001318257	0.9976712
7	0.001584893	0.9972649
7	0.001905461	0.9967740
7	0.002290868	0.9961823
7	0.002754229	0.9954716
7	0.003311311	0.9946220
7	0.003981072	0.9936119
7	0.004786301	0.9924188
7	0.005754399	0.9910199
7	0.00691831	0.9893925
7	0.008317638	0.9875155
7	0.01	0.9853702
7	0.012022644	0.9829415
7	0.014454398	0.9802192
7	0.017378008	0.9771989
7	0.020892961	0.9738823
7	0.025118864	0.9702776
7	0.030199517	0.9663977
7	0.036307805	0.9622584
7	0.043651583	0.9578761
7	0.052480746	0.9532680
7	0.063095734	0.9484548
7	0.075857758	0.9434702
7	0.091201084	0.9383754
7	0.10964782	0.9332745
7	0.131825674	0.9283269
7	0.158489319	0.9237441
7	0.190546072	0.9197647
7	0.229086765	0.9166066
7	0.27542287	0.9144068
7	0.331131121	0.9131746
7	0.398107171	0.9127806
7	0.478630092	0.9129853
7	0.575439937	0.9134900
7	0.691830971	0.9139866
7	0.831763771	0.9141876
7	1	0.9138341
8	0.0001	0.9964748
8	0.000120226	0.9964055
8	0.000144544	0.9963221
8	0.00017378	0.9962219
8	0.00020893	0.9961015
8	0.000251189	0.9959568
8	0.000301995	0.9957829
8	0.000363078	0.9955740
8	0.000436516	0.9953230
8	0.000524807	0.9950216
8	0.000630957	0.9946597
8	0.000758578	0.9942252
8	0.000912011	0.9937039
8	0.001096478	0.9930786
8	0.001318257	0.9923291
8	0.001584893	0.9914314
8	0.001905461	0.9903571
8	0.002290868	0.9890729
8	0.002754229	0.9875399
8	0.003311311	0.9857129
8	0.003981072	0.9835396
8	0.004786301	0.9809600
8	0.005754399	0.9779055
8	0.00691831	0.9742983
8	0.008317638	0.9700508
8	0.01	0.9650650
8	0.012022644	0.9592323
8	0.014454398	0.9524339
8	0.017378008	0.9445427
8	0.020892961	0.9354264
8	0.025118864	0.9249535
8	0.030199517	0.9130033
8	0.036307805	0.8994798
8	0.043651583	0.8843309
8	0.052480746	0.8675726
8	0.063095734	0.8493170
8	0.075857758	0.8298031
8	0.091201084	0.8094263
8	0.10964782	0.7887542
8	0.131825674	0.7685100
8	0.158489319	0.7495028
8	0.190546072	0.7325033
8	0.229086765	0.7180961
8	0.27542287	0.7065653
8	0.331131121	0.6978641
8	0.398107171	0.6916834
8	0.478630092	0.6875825
8	0.575439937	0.6851208
8	0.691830971	0.6839404
8	0.831763771	0.6837821
8	1	0.6844562
