1.00E-04,0.994496933,0.99489964,0.99682015,1.012323234,2.976250669,1.023078845,1.004996559,1.000760414,0.99903977,0.998148757,0.997620251,0.997278825,0.997045169,0.996878606,0.996756272,0.996664383,0.996594168,0.996539796,0.996497251,0.996463686,0.996437034
0.000125893,0.994166394,0.994188622,0.994530669,0.996149555,1.007921785,7.616322398,1.028241937,1.005576942,1.000782981,0.99890622,0.997952478,0.997393054,0.997034258,0.996789923,0.996616354,0.996489194,0.996393859,0.996321116,0.996264854,0.996220876,0.99618622
0.000158489,0.994105386,0.993951844,0.993955179,0.994244074,0.995610325,1.004679691,1.824126714,1.035647742,1.00638626,1.000910698,0.998854083,0.997830343,0.997237127,0.996859628,0.996603926,0.996422968,0.996290761,0.996191853,0.996116511,0.996058325,0.996012911
0.000199526,0.994529256,0.994018853,0.993847648,0.993833442,0.994075438,0.995228891,1.002298782,1.29203518,1.046763825,1.007513225,1.00119071,0.998924657,0.997822109,0.99719165,0.996793848,0.996525947,0.996337137,0.996199616,0.996096978,0.996018954,0.995958812
0.000251189,0.998181333,0.99469156,0.99411491,0.993924772,0.993893963,0.994094274,0.99506749,1.00063157,1.137319046,1.064515841,1.009100413,1.001705644,0.999193031,0.998001009,0.9973292,0.996909201,0.996628126,0.996430922,0.996287778,0.996181238,0.996100447
0.000316228,1.055195645,0.999718508,0.995175849,0.994519391,0.994308535,0.994261731,0.994424741,0.995244523,0.999656936,1.074716906,1.095448089,1.011375812,1.002594672,0.999788593,0.998494218,0.997776223,0.997331843,0.99703648,0.996830277,0.996681172,0.996570554
0.000398107,0.99687234,1.025631038,1.002333115,0.996194792,0.995440796,0.995206911,0.995144458,0.995273896,0.995962456,0.999482085,1.044754171,1.156861027,1.014700358,1.004082632,1.000923309,0.999511055,0.998741245,0.998269998,0.99795911,0.997743249,0.99758783
0.000501187,0.997326392,0.998358312,1.014841832,1.006800877,0.998085996,0.99721117,0.996951404,0.996873447,0.996972513,0.997548364,1.000367529,1.029442211,1.308212611,1.019643621,1.006522029,1.002932493,1.001383666,1.000555542,1.000054641,0.999726865,0.99950062
0.000630957,1.000136502,1.000368025,1.001237308,1.011627243,1.014619949,1.001366929,1.000340545,1.000051513,0.999958057,1.000029534,1.000508165,1.002771676,1.022283495,1.883774411,1.027105037,1.010448901,1.006328892,1.004621006,1.003727113,1.003193434,1.002847217
0.000794328,1.005220501,1.005302091,1.005508581,1.006242147,1.013202296,1.02912823,1.006790368,1.00557183,1.005249715,1.005140707,1.005187028,1.005581411,1.007399521,1.020911347,35.67394518,1.038507754,1.016639681,1.011856792,1.009962782,1.008994549,1.008424452
0.001,1.013449531,1.013484648,1.013558634,1.013741595,1.014359286,1.019208557,1.060148485,1.015363394,1.013899294,1.013540107,1.013415524,1.013438793,1.013759709,1.01521707,1.024783278,1.903503153,1.056137118,1.026132826,1.020508985,1.01839601,1.017343227
0.001258925,1.025961535,1.02597811,1.026009748,1.02607577,1.026235754,1.026751525,1.030207226,1.157201338,1.028270192,1.026490935,1.026091002,1.025950881,1.025952731,1.026208838,1.027370686,1.034243161,1.272886229,1.083901839,1.040156976,1.033446204,1.031073286
0.001584893,1.043862454,1.043870219,1.043884469,1.043911881,1.043968995,1.044105455,1.044528386,1.047008221,2.341772849,1.046641359,1.044457332,1.044013961,1.043858186,1.04383924,1.044036597,1.044952654,1.049928627,1.147119579,1.129716448,1.059911296,1.051760112
0.001995262,1.067826635,1.067829209,1.067834631,1.067845451,1.067867245,1.067913681,1.06802484,1.068360189,1.070122043,1.463175818,1.071166271,1.068462819,1.067974895,1.067802356,1.067760848,1.067901397,1.068607335,1.072211369,1.119898129,1.215599813,1.08620066
0.002511886,1.097648173,1.097645872,1.097644862,1.097646017,1.097651258,1.097664915,1.097697652,1.097780286,1.098030525,1.099243927,1.161044733,1.101645364,1.098273832,1.097741741,1.097548251,1.097477166,1.097555376,1.098071124,1.100652452,1.126564608,1.44161997
0.003162278,1.131920024,1.131908268,1.131898048,1.131889159,1.131881846,1.131877172,1.131878,1.131891836,1.131940612,1.132105896,1.132890293,1.152416591,1.136667136,1.132423725,1.131847644,1.131621803,1.13150366,1.13150036,1.131824241,1.133606402,1.148507127
0.003981072,1.168029823,1.167988394,1.167953791,1.167923702,1.16789651,1.167871186,1.167847414,1.167826175,1.16781157,1.167817157,1.167894171,1.168337804,1.175848021,1.173598857,1.168166232,1.167541393,1.167257375,1.167055672,1.166927916,1.167025498,1.168126359
0.005011872,1.202606665,1.202452238,1.202332949,1.202236885,1.202156108,1.202085015,1.20201948,1.201956459,1.201894038,1.201832306,1.201776868,1.20175449,1.201919458,1.20483222,1.209020076,1.201779988,1.201087115,1.20069319,1.200339314,1.200005035,1.19979152
0.006309573,1.232682989,1.232029497,1.231571979,1.231234486,1.23097393,1.230763678,1.230586023,1.230428375,1.23028123,1.230137107,1.22999029,1.229838061,1.229687753,1.229603622,1.230494029,1.239917178,1.229151253,1.228340024,1.22774148,1.227115777,1.226431833
0.007943282,1.259790848,1.256153038,1.254040625,1.252674184,1.251723795,1.251024971,1.250485673,1.250049542,1.249679269,1.249348288,1.249036295,1.248726754,1.248405827,1.248063851,1.247710676,1.247600908,1.270457338,1.246486603,1.245449792,1.244484912,1.243390574
0.01,1.354144171,1.293611102,1.277294571,1.269804984,1.265553742,1.262838385,1.260963023,1.259588378,1.258527485,1.257667022,1.256932421,1.256270644,1.255640909,1.255009355,1.254346074,1.253625897,1.252867771,1.777129929,1.251009225,1.249544761,1.247952673
