1.00E-04,0.994458255,0.994460878,0.994464028,0.994467789,0.994472253,0.994477523,0.994483709,0.994490928,0.994499305,0.99450897,0.99452006,0.994532716,0.99454708,0.994563299,0.994581519,0.994601885,0.994624538,0.994649612,0.994677232,0.994707508,0.994740527,0.994776354,0.994815017,0.994856507,0.994900768,0.994947694,0.994997123,0.995048838,0.995102568,0.995157989,0.995214735,0.995272405,0.995330574,0.995388807,0.995446673,0.995503753,0.995559658,0.995614034,0.995666572,0.995717011,0.995765143
0.000112202,0.994302338,0.994304552,0.99430722,0.994310418,0.994314231,0.994318751,0.994324081,0.994330332,0.994337619,0.994346069,0.994355812,0.994366984,0.994379726,0.994394181,0.994410495,0.994428815,0.994449284,0.994472045,0.994497231,0.994524967,0.994555362,0.994588505,0.994624458,0.99466325,0.994704872,0.994749267,0.994796328,0.994845893,0.994897744,0.99495161,0.995007166,0.995064044,0.995121844,0.99518014,0.995238496,0.99529648,0.995353674,0.995409687,0.995464165,0.9955168,0.995567329
0.000125893,0.994161595,0.994163453,0.9941657,0.994168403,0.994171639,0.994175493,0.994180058,0.994185437,0.994191738,0.99419908,0.994207588,0.994217393,0.99422863,0.994241441,0.994255969,0.994272359,0.994290758,0.994311311,0.994334158,0.994359433,0.994387262,0.994417753,0.994450994,0.994487048,0.994525943,0.99456767,0.994612172,0.994659341,0.994709015,0.994760975,0.994814949,0.994870612,0.994927597,0.994985501,0.995043898,0.995102352,0.99516043,0.995217713,0.995273812,0.995328372,0.995381082
0.000141254,0.994038718,0.994040268,0.994042149,0.994044421,0.994047152,0.994050418,0.994054304,0.994058903,0.994064319,0.99407066,0.994078045,0.994086598,0.994096451,0.994107739,0.994120604,0.994135188,0.994151637,0.994170098,0.994190715,0.994213629,0.994238974,0.994266875,0.99429744,0.994330758,0.994366891,0.994405867,0.994447675,0.99449226,0.994539513,0.994589272,0.994641317,0.994695375,0.994751121,0.994808188,0.994866172,0.994924647,0.994983177,0.995041327,0.99509868,0.995154844,0.995209465
0.000158489,0.993937458,0.993938744,0.99394031,0.993942208,0.9939445,0.993947251,0.99395054,0.99395445,0.993959076,0.99396452,0.993970891,0.993978308,0.993986896,0.993996785,0.994008112,0.994021016,0.994035643,0.994052137,0.994070645,0.994091311,0.994114276,0.994139674,0.994167629,0.994198251,0.994231626,0.994267818,0.994306855,0.994348726,0.994393374,0.99444069,0.994490512,0.994542621,0.994596742,0.994652551,0.99470968,0.994767724,0.994826257,0.994884842,0.994943046,0.995000449,0.995056661
0.000177828,0.993863096,0.993864158,0.993865455,0.993867033,0.993868944,0.99387125,0.993874016,0.993877322,0.99388125,0.993885895,0.99389136,0.993897753,0.993905194,0.993913807,0.993923723,0.993935078,0.993948012,0.993962671,0.993979198,0.99399774,0.994018441,0.994041444,0.99406688,0.994094876,0.994125538,0.994158956,0.994195192,0.994234273,0.994276189,0.994320882,0.994368244,0.994418112,0.994470267,0.994524434,0.994580288,0.99463746,0.994695546,0.99475412,0.994812744,0.994870985,0.994928422
0.000199526,0.993822981,0.993823853,0.993824922,0.993826227,0.993827813,0.993829734,0.993832049,0.993834827,0.993838144,0.993842085,0.993846745,0.993852224,0.993858633,0.993866091,0.993874722,0.993884656,0.993896032,0.993908987,0.993923668,0.993940218,0.993958784,0.993979511,0.994002539,0.994028003,0.994056027,0.994086718,0.994120165,0.994156431,0.994195543,0.994237489,0.994282214,0.994329607,0.994379506,0.994431692,0.994485889,0.994541773,0.994598973,0.994657087,0.994715686,0.994774335,0.994832597
0.000223872,0.993827125,0.993827838,0.993828714,0.993829788,0.993831098,0.993832691,0.993834618,0.99383694,0.993839725,0.99384305,0.993847,0.993851669,0.993857158,0.993863578,0.993871048,0.993879691,0.993889638,0.993901027,0.993913996,0.993928691,0.993945257,0.993963839,0.993984583,0.994007628,0.99403311,0.994061151,0.994091861,0.994125327,0.994161611,0.994200742,0.994242708,0.994287451,0.994334864,0.994384781,0.994436984,0.994491199,0.994547098,0.994604314,0.994662442,0.994721054,0.994779712
0.000251189,0.99388888,0.993889461,0.993890176,0.993891055,0.993892132,0.993893446,0.993895042,0.993896973,0.9938993,0.99390209,0.99390542,0.993909376,0.99391405,0.993919546,0.993925973,0.993933449,0.9939421,0.993952055,0.993963452,0.99397643,0.993991134,0.994007708,0.9940263,0.994047053,0.994070107,0.994095599,0.99412365,0.994154369,0.994187845,0.994224138,0.994263278,0.994305253,0.994350004,0.994397424,0.994447349,0.994499559,0.994553778,0.994609682,0.9946669,0.994725029,0.994783641
0.000281838,0.994025724,0.994026193,0.994026775,0.994027492,0.994028373,0.994029452,0.994030767,0.994032366,0.994034299,0.994036629,0.994039422,0.994042755,0.994046713,0.994051391,0.99405689,0.994063321,0.9940708,0.994079454,0.994089413,0.994100814,0.994113796,0.994128503,0.994145081,0.994163676,0.994184432,0.99420749,0.994232984,0.994261037,0.994291759,0.994325236,0.99436153,0.99440067,0.994442644,0.994487394,0.994534812,0.994584733,0.994636937,0.994691151,0.994747047,0.994804257,0.994862375
