1.239304784,1.239304788,1.239304794,1.239304801,1.23930481,1.239304821,1.239304835,1.239304853,1.239304875,1.239304903,1.239304938,1.239304982,1.239305038,1.239305109,1.239305197,1.239305309,1.239305449,1.239305626,1.239305848,1.239306128,1.23930648,1.239306924,1.239307483,1.239308186,1.239309071,1.239310185,1.239311588,1.239313353,1.239315575,1.239318371,1.23932189,1.239326318,1.239331889,1.239338897,1.239347712,1.239358797,1.23937273,1.239390239,1.23941223,1.239439834,1.239474458
1.220818219,1.220818224,1.22081823,1.220818238,1.220818248,1.22081826,1.220818276,1.220818295,1.22081832,1.220818351,1.22081839,1.220818439,1.220818501,1.220818579,1.220818677,1.2208188,1.220818955,1.220819151,1.220819397,1.220819706,1.220820096,1.220820587,1.220821205,1.220821983,1.220822962,1.220824195,1.220825747,1.2208277,1.220830159,1.220833254,1.220837149,1.220842051,1.22084822,1.220855984,1.220865751,1.220878038,1.220893493,1.220912925,1.220937354,1.22096805,1.221006605
1.183661625,1.18366163,1.183661636,1.183661645,1.183661655,1.183661668,1.183661684,1.183661705,1.183661731,1.183661764,1.183661805,1.183661856,1.183661922,1.183662004,1.183662107,1.183662237,1.1836624,1.183662606,1.183662866,1.183663192,1.183663603,1.183664121,1.183664772,1.183665592,1.183666624,1.183667924,1.18366956,1.183671619,1.183674211,1.183677474,1.183681581,1.183686751,1.183693258,1.183701447,1.183711753,1.183724721,1.183741038,1.183761563,1.183787379,1.183819842,1.183860649
1.128565871,1.128565877,1.128565883,1.128565892,1.128565902,1.128565915,1.128565932,1.128565952,1.128565978,1.128566011,1.128566053,1.128566105,1.128566171,1.128566254,1.128566358,1.128566489,1.128566654,1.128566862,1.128567123,1.128567453,1.128567867,1.128568389,1.128569047,1.128569874,1.128570916,1.128572227,1.128573877,1.128575955,1.128578571,1.128581864,1.128586009,1.128591226,1.128597794,1.12860606,1.128616465,1.128629559,1.128646038,1.128666774,1.128692864,1.128725684,1.128766964
1.057794525,1.05779453,1.057794537,1.057794545,1.057794555,1.057794568,1.057794584,1.057794604,1.057794629,1.057794661,1.057794701,1.057794752,1.057794816,1.057794896,1.057794997,1.057795125,1.057795285,1.057795487,1.05779574,1.05779606,1.057796463,1.057796969,1.057797607,1.05779841,1.057799421,1.057800694,1.057802296,1.057804313,1.057806852,1.057810048,1.057814072,1.057819137,1.057825513,1.057833538,1.057843641,1.057856357,1.057872361,1.057892504,1.057917853,1.05794975,1.057989882
0.974767442,0.974767446,0.974767452,0.97476746,0.974767469,0.974767481,0.974767496,0.974767515,0.974767539,0.974767569,0.974767607,0.974767654,0.974767714,0.97476779,0.974767885,0.974768004,0.974768154,0.974768344,0.974768582,0.974768882,0.97476926,0.974769735,0.974770334,0.974771088,0.974772036,0.974773231,0.974774734,0.974776627,0.97477901,0.97478201,0.974785787,0.974790541,0.974796525,0.974804059,0.974813543,0.97482548,0.974840507,0.97485942,0.974883226,0.974913186,0.97495089
0.883548287,0.883548291,0.883548297,0.883548304,0.883548312,0.883548323,0.883548337,0.883548354,0.883548376,0.883548403,0.883548438,0.883548481,0.883548536,0.883548604,0.883548691,0.8835488,0.883548937,0.883549109,0.883549327,0.8835496,0.883549945,0.883550379,0.883550924,0.883551612,0.883552477,0.883553566,0.883554937,0.883556664,0.883558837,0.883561573,0.883565017,0.883569353,0.883574812,0.883581683,0.883590333,0.883601222,0.883614929,0.883632183,0.883653902,0.883681239,0.883715646
0.788315432,0.788315436,0.788315441,0.788315447,0.788315455,0.788315465,0.788315477,0.788315492,0.788315511,0.788315536,0.788315567,0.788315605,0.788315654,0.788315715,0.788315792,0.788315889,0.788316011,0.788316165,0.788316358,0.788316602,0.788316908,0.788317294,0.78831778,0.788318392,0.788319162,0.788320132,0.788321353,0.788322889,0.788324824,0.78832726,0.788330326,0.788334186,0.788339045,0.788345162,0.788352863,0.788362558,0.788374762,0.788390125,0.788409463,0.788433807,0.788464449
0.692921234,0.692921237,0.692921241,0.692921247,0.692921253,0.692921262,0.692921273,0.692921286,0.692921303,0.692921324,0.692921351,0.692921384,0.692921427,0.69292148,0.692921547,0.692921632,0.692921738,0.692921873,0.692922041,0.692922254,0.692922521,0.692922858,0.692923282,0.692923816,0.692924488,0.692925334,0.692926398,0.692927739,0.692929427,0.692931551,0.692934226,0.692937594,0.692941833,0.69294717,0.692953888,0.692962346,0.692972993,0.692986396,0.693003269,0.69302451,0.693051248
0.60059932,0.600599323,0.600599327,0.600599331,0.600599337,0.600599344,0.600599354,0.600599365,0.60059938,0.600599398,0.600599421,0.60059945,0.600599486,0.600599532,0.600599589,0.600599662,0.600599753,0.600599868,0.600600013,0.600600195,0.600600425,0.600600713,0.600601077,0.600601535,0.600602111,0.600602836,0.60060375,0.600604899,0.600606347,0.600608169,0.600610463,0.600613351,0.600616987,0.600621564,0.600627326,0.60063458,0.600643712,0.600655209,0.600669681,0.6006879,0.600710835
