0.001,1.00E-81,1.019606675
0.001,1.26E-78,1.019606675
0.001,1.58E-75,1.019606675
0.001,2.00E-72,1.019606675
0.001,2.51E-69,1.019606675
0.001,3.16E-66,1.019606675
0.001,3.98E-63,1.019606675
0.001,5.01E-60,1.019606675
0.001,6.31E-57,1.019606675
0.001,7.94E-54,1.019606675
0.001,1.00E-50,1.019606675
0.001258925,1.00E-81,1.030759887
0.001258925,1.26E-78,1.030759887
0.001258925,1.58E-75,1.030759887
0.001258925,2.00E-72,1.030759887
0.001258925,2.51E-69,1.030759887
0.001258925,3.16E-66,1.030759887
0.001258925,3.98E-63,1.030759887
0.001258925,5.01E-60,1.030759887
0.001258925,6.31E-57,1.030759887
0.001258925,7.94E-54,1.030759887
0.001258925,1.00E-50,1.030759887
0.001584893,1.00E-81,1.046472719
0.001584893,1.26E-78,1.046472719
0.001584893,1.58E-75,1.046472719
0.001584893,2.00E-72,1.046472719
0.001584893,2.51E-69,1.046472719
0.001584893,3.16E-66,1.046472719
0.001584893,3.98E-63,1.046472719
0.001584893,5.01E-60,1.046472719
0.001584893,6.31E-57,1.046472719
0.001584893,7.94E-54,1.046472719
0.001584893,1.00E-50,1.046472719
0.001995262,1.00E-81,1.067742332
0.001995262,1.26E-78,1.067742332
0.001995262,1.58E-75,1.067742332
0.001995262,2.00E-72,1.067742332
0.001995262,2.51E-69,1.067742332
0.001995262,3.16E-66,1.067742332
0.001995262,3.98E-63,1.067742332
0.001995262,5.01E-60,1.067742332
0.001995262,6.31E-57,1.067742332
0.001995262,7.94E-54,1.067742332
0.001995262,1.00E-50,1.067742332
0.002511886,1.00E-81,1.09469413
0.002511886,1.26E-78,1.09469413
0.002511886,1.58E-75,1.09469413
0.002511886,2.00E-72,1.09469413
0.002511886,2.51E-69,1.09469413
0.002511886,3.16E-66,1.09469413
0.002511886,3.98E-63,1.09469413
0.002511886,5.01E-60,1.09469413
0.002511886,6.31E-57,1.09469413
0.002511886,7.94E-54,1.09469413
0.002511886,1.00E-50,1.09469413
0.003162278,1.00E-81,1.126205152
0.003162278,1.26E-78,1.126205152
0.003162278,1.58E-75,1.126205152
0.003162278,2.00E-72,1.126205152
0.003162278,2.51E-69,1.126205152
0.003162278,3.16E-66,1.126205152
0.003162278,3.98E-63,1.126205152
0.003162278,5.01E-60,1.126205152
0.003162278,6.31E-57,1.126205152
0.003162278,7.94E-54,1.126205152
0.003162278,1.00E-50,1.126205152
0.003981072,1.00E-81,1.159964263
0.003981072,1.26E-78,1.159964263
0.003981072,1.58E-75,1.159964263
0.003981072,2.00E-72,1.159964263
0.003981072,2.51E-69,1.159964263
0.003981072,3.16E-66,1.159964263
0.003981072,3.98E-63,1.159964263
0.003981072,5.01E-60,1.159964263
0.003981072,6.31E-57,1.159964263
0.003981072,7.94E-54,1.159964263
0.003981072,1.00E-50,1.159964263
0.005011872,1.00E-81,1.192122754
0.005011872,1.26E-78,1.192122754
0.005011872,1.58E-75,1.192122754
0.005011872,2.00E-72,1.192122754
0.005011872,2.51E-69,1.192122754
0.005011872,3.16E-66,1.192122754
0.005011872,3.98E-63,1.192122754
0.005011872,5.01E-60,1.192122754
0.005011872,6.31E-57,1.192122754
0.005011872,7.94E-54,1.192122754
0.005011872,1.00E-50,1.192122754
0.006309573,1.00E-81,1.218175166
0.006309573,1.26E-78,1.218175166
0.006309573,1.58E-75,1.218175166
0.006309573,2.00E-72,1.218175166
0.006309573,2.51E-69,1.218175166
0.006309573,3.16E-66,1.218175166
0.006309573,3.98E-63,1.218175166
0.006309573,5.01E-60,1.218175166
0.006309573,6.31E-57,1.218175166
0.006309573,7.94E-54,1.218175166
0.006309573,1.00E-50,1.218175166
0.007943282,1.00E-81,1.233989327
0.007943282,1.26E-78,1.233989327
0.007943282,1.58E-75,1.233989327
0.007943282,2.00E-72,1.233989327
0.007943282,2.51E-69,1.233989327
0.007943282,3.16E-66,1.233989327
0.007943282,3.98E-63,1.233989327
0.007943282,5.01E-60,1.233989327
0.007943282,6.31E-57,1.233989327
0.007943282,7.94E-54,1.233989327
0.007943282,1.00E-50,1.233989327
0.01,1.00E-81,1.235415759
0.01,1.26E-78,1.235415759
0.01,1.58E-75,1.235415759
0.01,2.00E-72,1.235415759
0.01,2.51E-69,1.235415759
0.01,3.16E-66,1.235415759
0.01,3.98E-63,1.235415759
0.01,5.01E-60,1.235415759
0.01,6.31E-57,1.235415759
0.01,7.94E-54,1.235415759
0.01,1.00E-50,1.235415759
