0.001,1.00E-21,1.019606675
0.001,1.26E-18,1.019596347
0.001,1.58E-15,1.019611854
0.001,2.00E-12,1.019603599
0.001,2.51E-09,1.019602972
0.001,3.16E-06,1.019612884
0.001,0.003981072,1.020774223
0.001,5.011872336,1.03284663
0.001,6309.573445,1.035167542
0.001,7943282.347,1.035179691
0.001,1.00E+10,1.035155617
0.001584893,1.00E-21,1.046472719
0.001584893,1.26E-18,1.046475797
0.001584893,1.58E-15,1.046482283
0.001584893,2.00E-12,1.04647743
0.001584893,2.51E-09,1.046451863
0.001584893,3.16E-06,1.046535606
0.001584893,0.003981072,1.047531778
0.001584893,5.011872336,1.081134918
0.001584893,6309.573445,1.087907947
0.001584893,7943282.347,1.087927784
0.001584893,1.00E+10,1.087949374
0.002511886,1.00E-21,1.09469413
0.002511886,1.26E-18,1.094636683
0.002511886,1.58E-15,1.094669882
0.002511886,2.00E-12,1.094660162
0.002511886,2.51E-09,1.094646375
0.002511886,3.16E-06,1.094762448
0.002511886,0.003981072,1.095886966
0.002511886,5.011872336,1.186194493
0.002511886,6309.573445,1.205380248
0.002511886,7943282.347,1.205371844
0.002511886,1.00E+10,1.205388403
0.003981072,1.00E-21,1.159964263
0.003981072,1.26E-18,1.160000414
0.003981072,1.58E-15,1.160057116
0.003981072,2.00E-12,1.159947136
0.003981072,2.51E-09,1.160021528
0.003981072,3.16E-06,1.16019757
0.003981072,0.003981072,1.162573339
0.003981072,5.011872336,1.398255488
0.003981072,6309.573445,1.449228785
0.003981072,7943282.347,1.449280594
0.003981072,1.00E+10,1.449509972
0.006309573,1.00E-21,1.218175166
0.006309573,1.26E-18,1.218241726
0.006309573,1.58E-15,1.218264515
0.006309573,2.00E-12,1.218226437
0.006309573,2.51E-09,1.218215772
0.006309573,3.16E-06,1.218581133
0.006309573,0.003981072,1.225633476
0.006309573,5.011872336,1.781551221
0.006309573,6309.573445,1.902174975
0.006309573,7943282.347,1.902212752
0.006309573,1.00E+10,1.902314865
0.01,1.00E-21,1.235415759
0.01,1.26E-18,1.235414029
0.01,1.58E-15,1.235470675
0.01,2.00E-12,1.235405626
0.01,2.51E-09,1.235338139
0.01,3.16E-06,1.235900325
0.01,0.003981072,1.256883746
0.01,5.011872336,2.394981352
0.01,6309.573445,2.640504149
0.01,7943282.347,2.640585398
0.01,1.00E+10,2.640540295
0.015848932,1.00E-21,1.186645951
0.015848932,1.26E-18,1.186594798
0.015848932,1.58E-15,1.18664082
0.015848932,2.00E-12,1.1866435
0.015848932,2.51E-09,1.186652535
0.015848932,3.16E-06,1.187301517
0.015848932,0.003981072,1.240517099
0.015848932,5.011872336,3.269525355
0.015848932,6309.573445,3.703869374
0.015848932,7943282.347,3.704104794
0.015848932,1.00E+10,3.704181028
0.025118864,1.00E-21,1.069530429
0.025118864,1.26E-18,1.069536548
0.025118864,1.58E-15,1.069539816
0.025118864,2.00E-12,1.069560798
0.025118864,2.51E-09,1.069545046
0.025118864,3.16E-06,1.070153239
0.025118864,0.003981072,1.182729787
0.025118864,5.011872336,4.379028442
0.025118864,6309.573445,5.062605052
0.025118864,7943282.347,5.06344991
0.025118864,1.00E+10,5.063484355
0.039810717,1.00E-21,0.899341823
0.039810717,1.26E-18,0.899324827
0.039810717,1.58E-15,0.899305743
0.039810717,2.00E-12,0.899240293
0.039810717,2.51E-09,0.899288261
0.039810717,3.16E-06,0.899814671
0.039810717,0.003981072,1.094186871
0.039810717,5.011872336,5.722362446
0.039810717,6309.573445,6.716369553
0.039810717,7943282.347,6.718995032
0.039810717,1.00E+10,6.718487255
0.063095734,1.00E-21,0.7133511
0.063095734,1.26E-18,0.713343918
0.063095734,1.58E-15,0.713351552
0.063095734,2.00E-12,0.713384694
0.063095734,2.51E-09,0.713360631
0.063095734,3.16E-06,0.713661923
0.063095734,0.003981072,0.973176305
0.063095734,5.011872336,7.025010316
0.063095734,6309.573445,8.342910499
0.063095734,7943282.347,8.342956905
0.063095734,1.00E+10,8.341416161
0.1,1.00E-21,0.533990485
0.1,1.26E-18,0.534048057
0.1,1.58E-15,0.534052106
0.1,2.00E-12,0.533987995
0.1,2.51E-09,0.534008113
0.1,3.16E-06,0.534295128
0.1,0.003981072,0.801631667
0.1,5.011872336,8.172712342
0.1,6309.573445,9.809841668
0.1,7943282.347,9.809127972
0.1,1.00E+10,9.811414646
